FRAGMENT	FPFMIN	FPSMIN	FPFMAX	FPSMAX	FPFAVG	FPSAVG
IKHGUXGNUITLKF-UHFFFAOYSA-N~P16083	0.00	0.00	1.00	1.00	0.57	0.36
TXCXTHVUFAXSSL-UHFFFAOYSA-N~nan	0.00	0.00	0.90	1.00	0.12	0.15
SNDZDGQLFKEBLF-UHFFFAOYSA-N~nan	0.00	0.00	1.00	1.00	0.13	0.13
NUJGJRNETVAIRJ-UHFFFAOYSA-N~A0L5S6	0.00	0.00	0.50	1.00	0.24	0.41
KFZMGEQAYNKOFK-UHFFFAOYSA-N~A0L5S6	1.00	0.00	1.00	0.00	1.00	0.00
GYHFUZHODSMOHU-UHFFFAOYSA-N~A0L5S6	0.00	0.00	1.00	1.00	0.35	0.33
ISWSIDIOOBJBQZ-UHFFFAOYSA-N~nan	1.00	0.00	1.00	1.00	1.00	0.42
CYZZKTRFOOKUMT-UHFFFAOYSA-N~C4LYI2	0.62	0.86	0.62	0.86	0.62	0.86
LYIIBVSRGJSHAV-UHFFFAOYSA-N~nan	0.00	0.00	1.00	1.00	0.38	0.13
RBOFGEFNFKNYQR-UHFFFAOYSA-N~Q2N0S6	0.00	0.00	1.00	1.00	0.97	0.88
RCDXYCHYMULCDZ-UHFFFAOYSA-N~P03369	0.33	0.50	1.00	1.00	0.73	0.93
LBDLMAOZBPYYKE-UHFFFAOYSA-N~P03369	0.25	0.33	1.00	1.00	0.58	0.69
IHKOXYNAMXNNDK-UHFFFAOYSA-N~P03369	0.33	0.50	1.00	1.00	0.73	0.93
PVOAHINGSUIXLS-UHFFFAOYSA-N~P00520	0.20	0.67	0.33	1.00	0.29	0.78
RTZKZFJDLAIYFH-UHFFFAOYSA-N~P00749	1.00	0.00	1.00	1.00	1.00	0.72
LZDKZFUFMNSQCJ-UHFFFAOYSA-N~nan	0.00	0.00	1.00	1.00	0.81	0.35
XXJWXESWEXIICW-UHFFFAOYSA-N~P00749	1.00	0.00	1.00	1.00	1.00	0.56
ZNQVEEAIQZEUHB-UHFFFAOYSA-N~P00749	0.00	0.00	1.00	1.00	0.90	0.58
JBCDCYFEJQHTTA-UHFFFAOYSA-N~P00520	0.31	0.67	0.75	1.00	0.53	0.83
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~P00749	0.00	0.00	1.00	1.00	0.92	0.64
NBBJYMSMWIIQGU-UHFFFAOYSA-N~nan	0.00	0.00	1.00	1.00	0.73	0.53
TZIHFWKZFHZASV-UHFFFAOYSA-N~P03369	0.00	0.00	1.00	1.00	0.20	0.31
NJQRAAHKQQPUIT-UHFFFAOYSA-N~P00327	0.27	0.43	1.00	1.00	0.59	0.75
IKHGUXGNUITLKF-UHFFFAOYSA-N~Q9LCU9	0.00	0.00	0.00	0.20	0.00	0.03
IKHGUXGNUITLKF-UHFFFAOYSA-N~Q9LCU8	0.00	0.00	1.00	1.00	0.50	0.17
RQCGWLLNSXDESE-UHFFFAOYSA-N~P03369	0.17	0.14	1.00	1.00	0.40	0.43
CYZZKTRFOOKUMT-UHFFFAOYSA-N~P33734	0.80	0.86	0.80	0.86	0.80	0.86
JUJWROOIHBZHMG-UHFFFAOYSA-N~P03369	0.00	0.25	1.00	1.00	0.29	0.61
MPCAJMNYNOGXPB-UHFFFAOYSA-N~Q43866	0.00	0.00	1.00	1.00	0.62	0.38
IKHGUXGNUITLKF-UHFFFAOYSA-N~Q43866	1.00	1.00	1.00	1.00	1.00	1.00
YXFVVABEGXRONW-UHFFFAOYSA-N~P03369	0.00	0.25	1.00	1.00	0.29	0.61
MXRBVRXQDKNIBH-UHFFFAOYSA-N~Q43866	0.00	0.00	1.00	1.00	0.82	0.52
HNPYBPXXPMVWIY-UHFFFAOYSA-N~Q97UY8	0.65	0.85	0.81	1.00	0.74	0.90
MCHWWJLLPNDHGL-UHFFFAOYSA-N~Q43866	0.11	0.43	0.67	0.83	0.39	0.63
AZZVQQAZMSIAKQ-UHFFFAOYSA-N~O05581	0.79	0.88	1.00	1.00	0.85	0.94
GFFGJBXGBJISGV-UHFFFAOYSA-N~O05581	1.00	0.00	1.00	1.00	1.00	0.36
IMROMDMJAWUWLK-UHFFFAOYSA-N~O05581	0.00	0.00	1.00	1.00	0.71	0.48
YBWLIIDAKFNRBL-UHFFFAOYSA-N~O05581	1.00	0.00	1.00	1.00	1.00	0.50
SLVHIOYDKSBAGP-UHFFFAOYSA-N~O05581	1.00	0.00	1.00	1.00	1.00	0.50
PCXDJQZLDDHMGX-UHFFFAOYSA-N~O05581	1.00	1.00	1.00	1.00	1.00	1.00
MPCAJMNYNOGXPB-UHFFFAOYSA-N~Q47SA9	0.25	0.00	0.57	0.75	0.39	0.29
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~O05581	0.00	0.00	1.00	1.00	0.78	0.28
IKHGUXGNUITLKF-UHFFFAOYSA-N~O05581	0.00	0.00	0.00	0.00	0.00	0.00
GFFGJBXGBJISGV-UHFFFAOYSA-N~P00327	0.00	0.20	1.00	1.00	0.57	0.79
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~A0L5S6	1.00	0.00	1.00	1.00	1.00	0.90
XNWFRZJHXBZDAG-UHFFFAOYSA-N~O05581	0.00	0.00	1.00	1.00	0.67	0.40
POHLHDSBJAEFFB-UHFFFAOYSA-N~Q47SA9	0.25	0.00	0.57	0.75	0.39	0.29
HDEMQQHXNOJATE-UHFFFAOYSA-N~Q47SA9	0.27	0.00	0.57	0.80	0.39	0.36
UFULAYFCSOUIOV-UHFFFAOYSA-N~Q29551	0.00	0.00	1.00	0.67	0.22	0.25
NMTZPYLSXWGDPW-UHFFFAOYSA-N~Q29551	0.00	0.00	1.00	1.00	0.33	0.50
PCXDJQZLDDHMGX-UHFFFAOYSA-N~Q29551	0.00	0.00	1.00	0.67	0.22	0.25
GFFGJBXGBJISGV-UHFFFAOYSA-N~Q29551	1.00	1.00	1.00	1.00	1.00	1.00
UHOVQNZJYSORNB-UHFFFAOYSA-N~P08191	0.00	0.00	1.00	1.00	0.30	0.38
SQOXZSRJWWMMCL-UHFFFAOYSA-N~C4IX13	1.00	1.00	1.00	1.00	1.00	1.00
JARKCYVAAOWBJS-UHFFFAOYSA-N~P04585	0.00	0.00	1.00	1.00	0.15	0.44
VCYYRDKGHLOTQU-UHFFFAOYSA-N~C4IX13	1.00	1.00	1.00	1.00	1.00	1.00
QCAAXUQRSHUEHU-UHFFFAOYSA-N~P04585	0.00	0.00	0.83	1.00	0.22	0.42
MPCAJMNYNOGXPB-UHFFFAOYSA-N~P08191	0.00	0.00	1.00	1.00	0.56	0.69
ORDNBIQZKXYGTM-UHFFFAOYSA-N~P04585	0.00	0.00	1.00	1.00	0.23	0.50
KTFIIPGBMUUNEO-UHFFFAOYSA-N~C4IX13	1.00	1.00	1.00	1.00	1.00	1.00
IKHGUXGNUITLKF-UHFFFAOYSA-N~P19329	0.00	0.00	1.00	1.00	0.67	0.43
IKHGUXGNUITLKF-UHFFFAOYSA-N~C4IX13	0.00	0.00	1.00	1.00	0.96	0.48
MXRBVRXQDKNIBH-UHFFFAOYSA-N~P19329	0.00	0.00	1.00	1.00	0.67	0.23
SQOXZSRJWWMMCL-UHFFFAOYSA-N~P19329	1.00	1.00	1.00	1.00	1.00	1.00
MXRBVRXQDKNIBH-UHFFFAOYSA-N~C4IX13	0.00	0.00	1.00	1.00	0.96	0.91
VCYYRDKGHLOTQU-UHFFFAOYSA-N~P19329	1.00	0.00	1.00	0.00	1.00	0.00
QRTDTRCGZCHEER-UHFFFAOYSA-N~B2HT62	0.00	0.00	0.61	0.69	0.18	0.12
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~Q9H2K2	0.00	0.00	1.00	1.00	0.93	0.55
KTFIIPGBMUUNEO-UHFFFAOYSA-N~P19329	1.00	1.00	1.00	1.00	1.00	1.00
DOMXBIBBBIULRS-UHFFFAOYSA-N~B2HT62	0.00	0.00	0.86	0.78	0.17	0.09
PKRTWUQHAOJXBO-UHFFFAOYSA-N~B2HT62	0.00	0.00	0.37	0.50	0.15	0.09
UCMIRNVEIXFBKS-UHFFFAOYSA-N~B2HT62	0.00	0.00	1.00	1.00	0.29	0.11
HSZMERICBSXRFD-UHFFFAOYSA-N~B2HT62	0.00	0.00	1.00	0.80	0.10	0.08
QCHXLHKARBTJRC-UHFFFAOYSA-N~B2HT62	0.00	0.00	0.50	0.50	0.14	0.04
PCXDJQZLDDHMGX-UHFFFAOYSA-N~B2HT62	0.00	0.00	1.00	1.00	0.33	0.14
GFFGJBXGBJISGV-UHFFFAOYSA-N~P13864	0.40	0.67	1.00	1.00	0.66	0.83
VRHUYGIQLYPHJU-UHFFFAOYSA-N~B2HT62	0.00	0.00	0.33	0.80	0.10	0.09
FFMZJRIUKRMUJN-UHFFFAOYSA-N~P13864	0.58	0.55	0.75	0.90	0.67	0.74
IQLMNJFYNWPSST-UHFFFAOYSA-N~P13864	0.20	0.22	0.80	0.75	0.50	0.53
GFFGJBXGBJISGV-UHFFFAOYSA-N~P49773	0.00	0.33	1.00	1.00	0.29	0.68
ITQTTZVARXURQS-UHFFFAOYSA-N~P04585	0.20	0.25	1.00	1.00	0.65	0.78
YBRBMKDOPFTVDT-UHFFFAOYSA-N~P04585	0.00	0.00	1.00	1.00	0.16	0.32
GFFGJBXGBJISGV-UHFFFAOYSA-N~Q86VU5	0.88	0.62	0.88	0.62	0.88	0.62
GFFGJBXGBJISGV-UHFFFAOYSA-N~A8C927	0.00	0.20	1.00	1.00	0.40	0.63
YBRBMKDOPFTVDT-UHFFFAOYSA-N~P28062	0.50	1.00	0.50	1.00	0.50	1.00
FAYGHIHBKVQGDC-UHFFFAOYSA-N~P04585	0.00	0.12	1.00	1.00	0.29	0.34
LOPKSXMQWBYUOI-UHFFFAOYSA-N~P04585	0.00	0.00	1.00	1.00	0.63	0.77
ZWAYGPMHTBGKIW-UHFFFAOYSA-N~P28062	0.00	0.50	0.00	0.50	0.00	0.50
YGCZTXZTJXYWCO-UHFFFAOYSA-N~P28062	0.25	0.50	0.25	0.50	0.25	0.50
PIICEJLVQHRZGT-UHFFFAOYSA-N~P28062	1.00	1.00	1.00	1.00	1.00	1.00
MLFFPUBGFXNHMU-UHFFFAOYSA-N~nan	0.00	0.00	1.00	1.00	0.13	0.14
UHOVQNZJYSORNB-UHFFFAOYSA-N~P28062	0.00	0.00	1.00	0.50	0.50	0.08
GYHFUZHODSMOHU-UHFFFAOYSA-N~P08191	1.00	1.00	1.00	1.00	1.00	1.00
HUMNYLRZRPPJDN-UHFFFAOYSA-N~P28062	0.00	0.00	0.00	0.00	0.00	0.00
IKHGUXGNUITLKF-UHFFFAOYSA-N~O76242	0.00	0.00	1.00	0.50	0.17	0.22
IKHGUXGNUITLKF-UHFFFAOYSA-N~Q13133	1.00	0.00	1.00	1.00	1.00	0.50
DKGAVHZHDRPRBM-UHFFFAOYSA-N~Q13133	0.00	0.25	1.00	1.00	0.33	0.50
SNDPXSYFESPGGJ-UHFFFAOYSA-N~nan	0.00	0.00	0.50	0.67	0.20	0.19
AFBPFSWMIHJQDM-UHFFFAOYSA-N~Q13133	1.00	1.00	1.00	1.00	1.00	1.00
IKHGUXGNUITLKF-UHFFFAOYSA-N~P02701	1.00	0.00	1.00	1.00	1.00	0.70
MXRBVRXQDKNIBH-UHFFFAOYSA-N~P02701	0.00	0.00	1.00	1.00	0.40	0.61
NNPPMTNAJDCUHE-UHFFFAOYSA-N~Q13133	1.00	0.00	1.00	1.00	1.00	0.33
IKHGUXGNUITLKF-UHFFFAOYSA-N~P03697	0.00	0.00	1.00	1.00	0.50	0.17
OZNMEZAXFKUCPN-UHFFFAOYSA-N~P53355	0.00	0.00	0.54	0.83	0.27	0.33
ISWSIDIOOBJBQZ-UHFFFAOYSA-N~P53355	0.00	0.00	1.00	1.00	0.24	0.18
MXRBVRXQDKNIBH-UHFFFAOYSA-N~P02743	0.00	0.00	1.00	1.00	0.33	0.25
IKHGUXGNUITLKF-UHFFFAOYSA-N~P02743	0.00	0.00	1.00	1.00	0.90	0.45
YCIMNLLNPGFGHC-UHFFFAOYSA-N~P53355	0.00	0.00	0.25	0.50	0.08	0.28
UAEPNZWRGJTJPN-UHFFFAOYSA-N~P03433	1.00	0.00	1.00	1.00	1.00	0.33
RWQNBRDOKXIBIV-UHFFFAOYSA-N~P00644	0.00	0.00	1.00	1.00	0.78	0.36
BSABBBMNWQWLLU-UHFFFAOYSA-N~P03433	1.00	0.00	1.00	1.00	1.00	0.86
PZLPHPNLSOFQMW-UHFFFAOYSA-N~P01857	1.00	0.00	1.00	1.00	1.00	0.98
WGCNASOHLSPBMP-UHFFFAOYSA-N~P03433	1.00	0.00	1.00	1.00	1.00	0.43
AEMRFAOFKBGASW-UHFFFAOYSA-N~P03433	0.00	0.00	1.00	1.00	0.46	0.43
XXJWXESWEXIICW-UHFFFAOYSA-N~nan	0.00	0.00	1.00	1.00	0.72	0.36
YNQLUTRBYVCPMQ-UHFFFAOYSA-N~P08191	0.67	0.50	0.67	0.50	0.67	0.50
WEBNDTMKKAYEQS-UHFFFAOYSA-N~P01857	0.00	0.00	1.00	1.00	0.90	0.88
DGFHYWFIPFNFJC-UHFFFAOYSA-N~P01857	0.00	0.00	1.00	1.00	0.32	0.34
GFFGJBXGBJISGV-UHFFFAOYSA-N~Q58718	0.00	0.20	0.57	1.00	0.15	0.36
CXKMFPLGXVOINE-UHFFFAOYSA-N~P01857	0.00	0.00	1.00	1.00	0.95	0.69
UMHJEEQLYBKSAN-UHFFFAOYSA-N~P02743	0.00	0.50	0.00	0.50	0.00	0.50
NNPPMTNAJDCUHE-UHFFFAOYSA-N~P04585	0.00	0.00	1.00	1.00	0.58	0.26
NYCXYKOXLNBYID-UHFFFAOYSA-N~P53355	0.00	0.12	0.60	0.75	0.14	0.27
NBBJYMSMWIIQGU-UHFFFAOYSA-N~P02743	1.00	1.00	1.00	1.00	1.00	1.00
HNPYBPXXPMVWIY-UHFFFAOYSA-N~P68133	0.14	0.07	1.00	1.00	0.46	0.46
MPCAJMNYNOGXPB-UHFFFAOYSA-N~P00490	0.00	0.00	1.00	1.00	0.26	0.41
PMHXYERTGTWZAG-UHFFFAOYSA-N~P01857	0.00	0.00	1.00	1.00	0.97	0.95
HDEMQQHXNOJATE-UHFFFAOYSA-N~P00490	0.00	0.00	1.00	1.00	0.24	0.35
POHLHDSBJAEFFB-UHFFFAOYSA-N~P00490	0.00	0.00	1.00	1.00	0.31	0.45
GFFGJBXGBJISGV-UHFFFAOYSA-N~Q9X1A9	0.33	0.75	0.33	0.75	0.33	0.75
BVOBPNSQIRMLCA-UHFFFAOYSA-N~P03433	0.00	0.00	0.68	1.00	0.24	0.37
RWQNBRDOKXIBIV-UHFFFAOYSA-N~P03433	0.00	0.00	1.00	1.00	0.09	0.13
DTUQWGWMVIHBKE-UHFFFAOYSA-N~Q13133	0.14	0.50	0.14	0.50	0.14	0.50
MKNWFSSJMJLXMF-UHFFFAOYSA-N~P01857	0.00	0.00	1.00	1.00	0.97	0.67
UYTPUPDQBNUYGX-UHFFFAOYSA-N~P14647	0.00	0.00	1.00	1.00	0.32	0.29
WLJVXDMOQOGPHL-UHFFFAOYSA-N~Q13133	0.22	0.57	0.22	0.57	0.22	0.57
LYIIBVSRGJSHAV-UHFFFAOYSA-N~P06721	0.00	0.00	1.00	0.67	0.23	0.11
RBCOYOYDYNXAFA-UHFFFAOYSA-N~P06721	0.24	0.33	0.73	0.67	0.44	0.52
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~P26662	0.00	0.00	1.00	1.00	0.87	0.44
POHLHDSBJAEFFB-UHFFFAOYSA-N~P0AEY0	0.00	0.00	1.00	1.00	0.20	0.30
KBVSUNBCTPQWJL-UHFFFAOYSA-N~P01857	0.00	0.00	1.00	1.00	0.83	0.80
PYLWMHQQBFSUBP-UHFFFAOYSA-N~P26662	0.00	0.00	1.00	1.00	0.30	0.37
NNPPMTNAJDCUHE-UHFFFAOYSA-N~P03372	0.00	0.00	1.00	1.00	0.44	0.44
SRLQRYLPGNFEAI-UHFFFAOYSA-N~Q54727	0.22	0.33	0.40	0.67	0.30	0.50
YHFJHVOMMPDGIQ-UHFFFAOYSA-N~Q54727	0.22	0.33	0.40	0.67	0.30	0.50
SIXYIEWSUKAOEN-UHFFFAOYSA-N~P24630	0.27	0.57	0.27	0.57	0.27	0.57
DYBAQWLAKFCVBP-UHFFFAOYSA-N~P01857	0.00	0.00	1.00	1.00	0.42	0.44
IKHGUXGNUITLKF-UHFFFAOYSA-N~P07267	0.00	0.00	1.00	1.00	0.91	0.68
NZYHOIVONUQSLS-UHFFFAOYSA-N~P07267	0.00	0.00	1.00	1.00	0.71	0.71
SQOXZSRJWWMMCL-UHFFFAOYSA-N~P07267	1.00	0.00	1.00	1.00	1.00	0.82
QFHKFGOUFKUPNX-UHFFFAOYSA-N~P07267	0.00	0.00	1.00	1.00	0.46	0.50
MPCAJMNYNOGXPB-UHFFFAOYSA-N~P07267	0.00	0.00	1.00	1.00	0.50	0.40
KTFIIPGBMUUNEO-UHFFFAOYSA-N~P07267	1.00	0.00	1.00	1.00	1.00	0.82
CQIUZHAQYHXKRY-UHFFFAOYSA-N~P07267	0.13	0.00	0.75	0.67	0.42	0.29
KEIVLHIFSZBKGU-UHFFFAOYSA-N~P26662	0.00	0.00	1.00	1.00	0.66	0.25
YNAVUWVOSKDBBP-UHFFFAOYSA-N~P07267	0.00	0.00	0.80	1.00	0.30	0.50
KZVAAIRBJJYZOW-UHFFFAOYSA-N~P29724	0.67	0.75	1.00	1.00	0.78	0.83
MXRBVRXQDKNIBH-UHFFFAOYSA-N~P07267	0.00	0.00	1.00	1.00	0.66	0.30
IKHGUXGNUITLKF-UHFFFAOYSA-N~P03372	0.00	0.00	1.00	1.00	0.52	0.38
QTBSBXVTEAMEQO-UHFFFAOYSA-N~P03372	0.00	0.00	1.00	1.00	0.61	0.30
SQOXZSRJWWMMCL-UHFFFAOYSA-N~P03460	0.00	0.00	1.00	1.00	0.88	0.67
MPCAJMNYNOGXPB-UHFFFAOYSA-N~P03460	0.00	0.00	1.00	1.00	0.22	0.33
KTFIIPGBMUUNEO-UHFFFAOYSA-N~P03460	0.00	0.00	1.00	1.00	0.77	0.67
IKHGUXGNUITLKF-UHFFFAOYSA-N~A0A0H2YNR7	0.00	0.00	1.00	1.00	0.67	0.09
VCYYRDKGHLOTQU-UHFFFAOYSA-N~P03460	0.00	0.00	1.00	1.00	0.86	0.73
IKHGUXGNUITLKF-UHFFFAOYSA-N~P03460	0.00	0.00	1.00	1.00	0.74	0.45
MXRBVRXQDKNIBH-UHFFFAOYSA-N~P03460	0.00	0.00	1.00	1.00	0.62	0.37
VCYYRDKGHLOTQU-UHFFFAOYSA-N~A0A0H2YNR7	0.00	0.00	0.00	0.00	0.00	0.00
MXRBVRXQDKNIBH-UHFFFAOYSA-N~A0A0H2YNR7	0.88	0.67	0.88	0.67	0.88	0.67
IKHGUXGNUITLKF-UHFFFAOYSA-N~P15151	0.00	0.00	1.00	1.00	0.77	0.48
SQOXZSRJWWMMCL-UHFFFAOYSA-N~P15151	1.00	1.00	1.00	1.00	1.00	1.00
MPCAJMNYNOGXPB-UHFFFAOYSA-N~P15151	1.00	1.00	1.00	1.00	1.00	1.00
KBVSUNBCTPQWJL-UHFFFAOYSA-N~P15151	1.00	1.00	1.00	1.00	1.00	1.00
NZYHOIVONUQSLS-UHFFFAOYSA-N~P15151	1.00	1.00	1.00	1.00	1.00	1.00
KTFIIPGBMUUNEO-UHFFFAOYSA-N~P15151	1.00	1.00	1.00	1.00	1.00	1.00
CXKMFPLGXVOINE-UHFFFAOYSA-N~P15151	1.00	0.00	1.00	1.00	1.00	0.47
PMHXYERTGTWZAG-UHFFFAOYSA-N~P15151	1.00	1.00	1.00	1.00	1.00	1.00
WEBNDTMKKAYEQS-UHFFFAOYSA-N~P15151	1.00	1.00	1.00	1.00	1.00	1.00
DGFHYWFIPFNFJC-UHFFFAOYSA-N~P15151	1.00	1.00	1.00	1.00	1.00	1.00
MXRBVRXQDKNIBH-UHFFFAOYSA-N~P15151	0.00	0.00	1.00	1.00	0.59	0.29
VCYYRDKGHLOTQU-UHFFFAOYSA-N~P15151	1.00	1.00	1.00	1.00	1.00	1.00
QRTDTRCGZCHEER-UHFFFAOYSA-N~P36649	0.16	0.25	0.85	1.00	0.35	0.44
RBOFGEFNFKNYQR-UHFFFAOYSA-N~P01857	0.00	0.00	1.00	1.00	0.94	0.94
IKHGUXGNUITLKF-UHFFFAOYSA-N~Q7VWF8	0.00	0.33	1.00	1.00	0.33	0.55
PKRTWUQHAOJXBO-UHFFFAOYSA-N~P36649	0.08	0.12	0.58	1.00	0.28	0.37
QCHXLHKARBTJRC-UHFFFAOYSA-N~P36649	0.00	0.17	1.00	1.00	0.17	0.33
DOMXBIBBBIULRS-UHFFFAOYSA-N~P36649	0.07	0.29	1.00	1.00	0.26	0.44
SQOXZSRJWWMMCL-UHFFFAOYSA-N~P01857	0.00	0.00	1.00	1.00	0.94	0.85
RTZKZFJDLAIYFH-UHFFFAOYSA-N~Q934G3	1.00	0.00	1.00	1.00	1.00	0.52
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~Q934G3	1.00	0.00	1.00	1.00	1.00	0.52
WFSMVVDJSNMRAR-UHFFFAOYSA-N~Q934G3	1.00	0.00	1.00	1.00	1.00	0.43
ZNQVEEAIQZEUHB-UHFFFAOYSA-N~Q934G3	1.00	0.00	1.00	1.00	1.00	0.52
XXJWXESWEXIICW-UHFFFAOYSA-N~Q934G3	1.00	0.00	1.00	1.00	1.00	0.43
LZDKZFUFMNSQCJ-UHFFFAOYSA-N~Q934G3	1.00	0.00	1.00	1.00	1.00	0.52
TVMXDCGIABBOFY-UHFFFAOYSA-N~Q934G3	1.00	0.00	1.00	1.00	1.00	0.47
YDXZRYZRBMQYBK-UHFFFAOYSA-N~Q934G3	0.00	0.00	1.00	1.00	0.67	0.23
WJVJBXHEMGVIMM-UHFFFAOYSA-N~Q934G3	1.00	0.00	1.00	1.00	1.00	0.47
QRTDTRCGZCHEER-UHFFFAOYSA-N~P0A957	0.22	0.31	0.55	0.75	0.36	0.53
PKRTWUQHAOJXBO-UHFFFAOYSA-N~P0A957	0.16	0.20	0.53	0.83	0.36	0.40
KTFIIPGBMUUNEO-UHFFFAOYSA-N~P01857	0.00	0.00	1.00	1.00	0.98	0.95
UYTPUPDQBNUYGX-UHFFFAOYSA-N~O70348	0.08	0.00	0.20	0.67	0.13	0.22
UYTPUPDQBNUYGX-UHFFFAOYSA-N~P11488	0.35	0.45	1.00	1.00	0.62	0.70
DOMXBIBBBIULRS-UHFFFAOYSA-N~P0A957	0.05	0.36	0.50	0.83	0.26	0.49
QCHXLHKARBTJRC-UHFFFAOYSA-N~P0A957	0.11	0.25	0.50	0.80	0.33	0.43
YPFDHNVEDLHUCE-UHFFFAOYSA-N~Q8A5H5	1.00	0.00	1.00	1.00	1.00	0.47
KSMVZQYAVGTKIV-UHFFFAOYSA-N~Q8A5H5	0.00	0.00	1.00	1.00	0.18	0.38
BDERNNFJNOPAEC-UHFFFAOYSA-N~Q8A5H5	0.00	0.00	1.00	1.00	0.29	0.39
IKHGUXGNUITLKF-UHFFFAOYSA-N~P10144	0.00	0.00	1.00	1.00	0.33	0.33
SQOXZSRJWWMMCL-UHFFFAOYSA-N~P10144	1.00	0.00	1.00	1.00	1.00	0.40
MPCAJMNYNOGXPB-UHFFFAOYSA-N~P10144	1.00	1.00	1.00	1.00	1.00	1.00
MSWZFWKMSRAUBD-UHFFFAOYSA-N~nan	0.00	0.00	1.00	1.00	0.22	0.13
XPDWGBQVDMORPB-UHFFFAOYSA-N~Q02127	1.00	0.00	1.00	1.00	1.00	0.50
KTFIIPGBMUUNEO-UHFFFAOYSA-N~P10144	1.00	1.00	1.00	1.00	1.00	1.00
GQHWSLKNULCZGI-UHFFFAOYSA-N~Q02127	0.20	0.50	1.00	1.00	0.51	0.72
UHOVQNZJYSORNB-UHFFFAOYSA-N~Q02127	0.00	0.00	1.00	1.00	0.23	0.36
MSWZFWKMSRAUBD-UHFFFAOYSA-N~A0A0H2YNR7	0.14	0.00	0.77	0.80	0.41	0.27
WHUUTDBJXJRKMK-UHFFFAOYSA-N~P67045	0.00	0.17	1.00	1.00	0.26	0.62
ISAKRJDGNUQOIC-UHFFFAOYSA-N~P67045	0.38	0.50	1.00	1.00	0.82	0.83
KABXUUFDPUOJMW-UHFFFAOYSA-N~P67045	0.00	0.00	1.00	1.00	0.15	0.39
MPUUQNGXJSEWTF-UHFFFAOYSA-N~P67045	0.00	0.20	1.00	1.00	0.18	0.61
JWEZZFQTYSYUAW-UHFFFAOYSA-N~P67045	1.00	0.00	1.00	1.00	1.00	0.13
BVOBPNSQIRMLCA-UHFFFAOYSA-N~P67045	0.29	0.20	1.00	1.00	0.52	0.54
NJQRAAHKQQPUIT-UHFFFAOYSA-N~P05091	0.00	0.00	1.00	1.00	0.30	0.47
GFFGJBXGBJISGV-UHFFFAOYSA-N~P24941	0.33	0.67	1.00	1.00	0.95	0.98
IKHGUXGNUITLKF-UHFFFAOYSA-N~Q02127	0.00	0.00	1.00	1.00	0.33	0.18
WTCAPPNCLUIHJS-UHFFFAOYSA-N~P07267	0.11	0.09	0.55	0.62	0.30	0.27
SQOXZSRJWWMMCL-UHFFFAOYSA-N~P01903	0.00	0.00	1.00	1.00	0.47	0.22
VCYYRDKGHLOTQU-UHFFFAOYSA-N~P01903	0.00	0.00	1.00	1.00	0.46	0.19
KTFIIPGBMUUNEO-UHFFFAOYSA-N~P01903	0.00	0.00	1.00	1.00	0.52	0.26
GFFGJBXGBJISGV-UHFFFAOYSA-N~P05091	1.00	1.00	1.00	1.00	1.00	1.00
VCYYRDKGHLOTQU-UHFFFAOYSA-N~P11132	1.00	0.00	1.00	1.00	1.00	0.71
UIUJIQZEACWQSV-UHFFFAOYSA-N~F8G0M3	1.00	1.00	1.00	1.00	1.00	1.00
ATUOYWHBWRKTHZ-UHFFFAOYSA-N~Q8A5H5	0.50	0.50	0.50	0.50	0.50	0.50
IMNFDUFMRHMDMM-UHFFFAOYSA-N~P04631	1.00	0.00	1.00	0.00	1.00	0.00
RBCOYOYDYNXAFA-UHFFFAOYSA-N~P24630	0.83	0.77	0.83	0.77	0.83	0.77
PXXJHWLDUBFPOL-UHFFFAOYSA-N~P04631	0.00	0.00	1.00	1.00	0.40	0.23
WPYMKLBDIGXBTP-UHFFFAOYSA-N~P24630	0.73	0.83	0.73	0.83	0.73	0.83
HUMNYLRZRPPJDN-UHFFFAOYSA-N~P24630	0.73	0.83	0.73	0.83	0.73	0.83
SQOXZSRJWWMMCL-UHFFFAOYSA-N~P11132	0.00	0.00	1.00	1.00	0.95	0.76
GFFGJBXGBJISGV-UHFFFAOYSA-N~Q96LA8	0.19	0.30	1.00	1.00	0.47	0.61
KTFIIPGBMUUNEO-UHFFFAOYSA-N~P11132	0.00	0.00	1.00	1.00	0.97	0.68
IQLMNJFYNWPSST-UHFFFAOYSA-N~Q96LA8	0.00	0.14	1.00	1.00	0.27	0.49
BVOCPVIXARZNQN-UHFFFAOYSA-N~nan	0.29	0.00	0.33	0.40	0.30	0.13
IKHGUXGNUITLKF-UHFFFAOYSA-N~P01903	1.00	0.00	1.00	1.00	1.00	0.66
FFMZJRIUKRMUJN-UHFFFAOYSA-N~Q96LA8	0.00	0.25	1.00	1.00	0.30	0.57
MXRBVRXQDKNIBH-UHFFFAOYSA-N~P01903	0.00	0.00	1.00	1.00	0.69	0.22
HDEMQQHXNOJATE-UHFFFAOYSA-N~O00214	0.00	0.00	1.00	1.00	0.34	0.54
